geoid,State,age,season,MMWR Year/Week,Deaths from influenza
National,NA,18-64 years,2014-15,201519,4
State,California,All,2014-15,201531,0
State,Montana,All,2014-15,201514,0
State,Florida,All,2014-15,201519,0
State,California,All,2014-15,201453,0
State,Oklahoma,All,2014-15,201450,0
National,NA,0-17 years,2014-15,201529,0
State,District of Columbia,All,2014-15,201519,0
State,Indiana,All,2014-15,201525,0
State,Ohio,All,2014-15,201537,0
Region,NA,All,2014-15,201536,0
State,Georgia,All,2014-15,201449,0
National,NA,18-64 years,2014-15,201445,1
State,Arkansas,All,2014-15,201507,0
State,Arizona,All,2014-15,201525,0
State,Vermont,All,2014-15,201522,0
State,Arizona,All,2014-15,201448,0
Region,NA,All,2014-15,201453,21
State,Hawaii,All,2014-15,201502,0
State,Louisiana,All,2014-15,201441,0
Region,NA,All,2014-15,201516,5
State,West Virginia,All,2014-15,201522,0
State,Colorado,All,2014-15,201453,0
State,Maine,All,2014-15,201539,0
State,Alaska,All,2014-15,201522,0
State,Kansas,All,2014-15,201529,0
State,Wisconsin,All,2014-15,201519,0
State,Michigan,All,2014-15,201517,0
State,Kentucky,All,2014-15,201445,0
State,California,All,2014-15,201447,0
State,Iowa,All,2014-15,201445,0
Region,NA,All,2014-15,201535,0
State,New Hampshire,All,2014-15,201515,0
State,Hawaii,All,2014-15,201508,0
State,Indiana,All,2014-15,201509,0
State,Tennessee,All,2014-15,201512,0
Region,NA,All,2014-15,201505,48
State,Illinois,All,2014-15,201453,0
National,NA,18-64 years,2014-15,201521,3
State,Oklahoma,All,2014-15,201509,0
State,Iowa,All,2014-15,201536,0
State,Missouri,All,2014-15,201449,0
State,Massachusetts,All,2014-15,201521,0
State,Rhode Island,All,2014-15,201518,0
State,Virginia,All,2014-15,201514,0
National,NA,65 years and older,2014-15,201531,3
National,NA,65 years and older,2014-15,201506,369
State,Georgia,All,2014-15,201501,0
State,Wisconsin,All,2014-15,201532,0
Region,NA,All,2014-15,201525,0
State,Idaho,All,2014-15,201450,0
State,South Carolina,All,2014-15,201525,0
State,Mississippi,All,2014-15,201451,0
National,NA,18-64 years,2014-15,201502,86
State,Florida,All,2014-15,201449,0
State,New Hampshire,All,2014-15,201445,0
National,NA,0-17 years,2014-15,201526,0
State,New Jersey,All,2014-15,201452,0
State,Maine,All,2014-15,201448,0
State,California,All,2014-15,201508,0
State,Vermont,All,2014-15,201513,0
State,Florida,All,2014-15,201447,0
State,Nebraska,All,2014-15,201522,0
State,Minnesota,All,2014-15,201513,0
State,Georgia,All,2014-15,201502,0
State,New Jersey,All,2014-15,201502,0
State,Alaska,All,2014-15,201528,0
State,Alabama,All,2014-15,201452,0
State,Michigan,All,2014-15,201440,0
National,NA,0-17 years,2014-15,201537,0
State,Rhode Island,All,2014-15,201524,0
State,Oregon,All,2014-15,201511,0
State,Delaware,All,2014-15,201520,0
State,Oklahoma,All,2014-15,201510,0
State,New York,All,2014-15,201448,0
State,Delaware,All,2014-15,201505,0
State,Minnesota,All,2014-15,201528,0
State,New York City,All,2014-15,201516,0
State,Utah,All,2014-15,201506,0
State,Louisiana,All,2014-15,201447,0
State,North Dakota,All,2014-15,201517,0
National,NA,0-17 years,2014-15,201520,0
State,Pennsylvania,All,2014-15,201516,0
State,Colorado,All,2014-15,201536,0
State,Wyoming,All,2014-15,201447,0
State,Arkansas,All,2014-15,201528,0
State,North Carolina,All,2014-15,201444,0
State,Florida,All,2014-15,201445,0
State,West Virginia,All,2014-15,201450,0
Region,NA,All,2014-15,201451,16
State,Illinois,All,2014-15,201534,0
State,Connecticut,All,2014-15,201524,0
State,New Hampshire,All,2014-15,201446,0
State,Kentucky,All,2014-15,201527,0
Region,NA,All,2014-15,201522,1
National,NA,0-17 years,2014-15,201448,3
State,New Jersey,All,2014-15,201510,0
National,NA,65 years and older,2014-15,201504,511
State,Alabama,All,2014-15,201451,0
State,Alaska,All,2014-15,201512,0
State,Maryland,All,2014-15,201531,0
State,Tennessee,All,2014-15,201440,0
State,Georgia,All,2014-15,201511,0
State,Delaware,All,2014-15,201452,0
State,Pennsylvania,All,2014-15,201447,0
State,Vermont,All,2014-15,201519,0
State,Nevada,All,2014-15,201503,0
State,Pennsylvania,All,2014-15,201518,0
State,Oregon,All,2014-15,201505,0
State,Pennsylvania,All,2014-15,201505,0
State,Oklahoma,All,2014-15,201501,0
State,Iowa,All,2014-15,201530,0
Region,NA,All,2014-15,201448,10
State,Virginia,All,2014-15,201440,0
State,Georgia,All,2014-15,201520,0
Region,NA,All,2014-15,201453,65
State,Kentucky,All,2014-15,201508,0
State,Vermont,All,2014-15,201502,0
State,Mississippi,All,2014-15,201508,0
State,West Virginia,All,2014-15,201513,0
Region,NA,All,2014-15,201452,40
State,Illinois,All,2014-15,201444,0
State,Montana,All,2014-15,201440,0
State,North Dakota,All,2014-15,201521,0
National,NA,0-17 years,2014-15,201539,0
Region,NA,All,2014-15,201516,6
State,New Jersey,All,2014-15,201522,0
State,Utah,All,2014-15,201530,0
State,New York City,All,2014-15,201539,0
State,Ohio,All,2014-15,201448,0
Region,NA,All,2014-15,201517,4
Region,NA,All,2014-15,201453,19
State,Florida,All,2014-15,201446,0
Region,NA,All,2014-15,201521,0
Region,NA,All,2014-15,201518,4
State,Idaho,All,2014-15,201445,0
State,Missouri,All,2014-15,201513,0
State,Virginia,All,2014-15,201522,0
State,Louisiana,All,2014-15,201451,0
State,Missouri,All,2014-15,201514,0
State,New York,All,2014-15,201527,0
National,NA,0-17 years,2014-15,201517,2
State,Ohio,All,2014-15,201536,0
State,Pennsylvania,All,2014-15,201530,0
State,Utah,All,2014-15,201450,0
National,NA,All,2014-15,201440,6
State,Alaska,All,2014-15,201440,0
State,Colorado,All,2014-15,201501,0
State,New Hampshire,All,2014-15,201539,0
State,Kentucky,All,2014-15,201448,0
State,Illinois,All,2014-15,201452,0
State,Michigan,All,2014-15,201443,0
National,NA,65 years and older,2014-15,201528,2
National,NA,All,2014-15,201511,139
State,Virginia,All,2014-15,201505,0
State,Nebraska,All,2014-15,201443,0
State,Kansas,All,2014-15,201450,0
State,Rhode Island,All,2014-15,201539,0
National,NA,0-17 years,2014-15,201535,0
State,Missouri,All,2014-15,201537,0
National,NA,18-64 years,2014-15,201530,4
State,Iowa,All,2014-15,201504,0
State,Washington,All,2014-15,201533,0
State,Mississippi,All,2014-15,201539,0
State,Alabama,All,2014-15,201514,0
State,Georgia,All,2014-15,201508,0
State,Louisiana,All,2014-15,201446,0
State,California,All,2014-15,201521,0
State,Rhode Island,All,2014-15,201501,0
State,Arizona,All,2014-15,201507,0
State,Alabama,All,2014-15,201530,0
State,Alaska,All,2014-15,201501,0
State,South Carolina,All,2014-15,201538,0
State,Massachusetts,All,2014-15,201505,0
State,Connecticut,All,2014-15,201513,0
State,Georgia,All,2014-15,201503,0
State,West Virginia,All,2014-15,201511,0
Region,NA,All,2014-15,201444,2
State,Pennsylvania,All,2014-15,201513,0
Region,NA,All,2014-15,201533,0
State,Rhode Island,All,2014-15,201511,0
State,Texas,All,2014-15,201447,0
State,New Jersey,All,2014-15,201453,0
State,Rhode Island,All,2014-15,201448,0
State,Alaska,All,2014-15,201452,0
Region,NA,All,2014-15,201440,1
Region,NA,All,2014-15,201444,1
State,Tennessee,All,2014-15,201537,0
State,Kentucky,All,2014-15,201538,0
State,Oklahoma,All,2014-15,201503,0
State,Oregon,All,2014-15,201516,0
State,Utah,All,2014-15,201452,0
State,Tennessee,All,2014-15,201534,0
State,South Dakota,All,2014-15,201449,0
State,Michigan,All,2014-15,201519,0
State,Nevada,All,2014-15,201535,0
Region,NA,All,2014-15,201447,4
Region,NA,All,2014-15,201442,0
National,NA,65 years and older,2014-15,201529,1
State,Virginia,All,2014-15,201446,0
State,New York,All,2014-15,201516,0
State,Michigan,All,2014-15,201441,0
State,Delaware,All,2014-15,201533,0
State,Maryland,All,2014-15,201445,0
State,Iowa,All,2014-15,201443,0
Region,NA,All,2014-15,201533,0
State,Indiana,All,2014-15,201512,0
State,Massachusetts,All,2014-15,201450,0
State,California,All,2014-15,201449,0
State,Kentucky,All,2014-15,201512,0
Region,NA,All,2014-15,201521,3
Region,NA,All,2014-15,201511,6
Region,NA,All,2014-15,201535,0
Region,NA,All,2014-15,201512,6
State,Ohio,All,2014-15,201507,0
State,Missouri,All,2014-15,201523,0
State,Oregon,All,2014-15,201445,0
National,NA,0-17 years,2014-15,201452,9
State,Kentucky,All,2014-15,201526,0
State,New Hampshire,All,2014-15,201511,0
State,Vermont,All,2014-15,201450,0
State,Missouri,All,2014-15,201510,0
State,Washington,All,2014-15,201512,0
State,Georgia,All,2014-15,201442,0
State,Arizona,All,2014-15,201451,0
State,Missouri,All,2014-15,201519,0
National,NA,0-17 years,2014-15,201538,0
National,NA,18-64 years,2014-15,201503,75
National,NA,65 years and older,2014-15,201445,9
State,New Hampshire,All,2014-15,201522,0
State,Maine,All,2014-15,201508,0
State,Maine,All,2014-15,201504,0
National,NA,65 years and older,2014-15,201444,11
State,Oklahoma,All,2014-15,201502,0
State,Missouri,All,2014-15,201508,0
State,Wyoming,All,2014-15,201538,0
State,Alabama,All,2014-15,201539,0
State,Oregon,All,2014-15,201447,0
State,Illinois,All,2014-15,201527,0
State,New Hampshire,All,2014-15,201453,0
State,Arkansas,All,2014-15,201516,0
State,Nebraska,All,2014-15,201538,0
State,Kentucky,All,2014-15,201519,0
State,Wyoming,All,2014-15,201443,0
State,North Carolina,All,2014-15,201515,0
State,New Jersey,All,2014-15,201532,0
State,Idaho,All,2014-15,201509,0
State,South Carolina,All,2014-15,201443,0
State,New Jersey,All,2014-15,201449,0
State,North Dakota,All,2014-15,201511,0
State,Montana,All,2014-15,201446,0
State,Oklahoma,All,2014-15,201507,0
State,Georgia,All,2014-15,201452,0
State,Mississippi,All,2014-15,201452,0
State,New Mexico,All,2014-15,201538,0
Region,NA,All,2014-15,201446,0
Region,NA,All,2014-15,201526,0
State,Tennessee,All,2014-15,201503,0
State,Idaho,All,2014-15,201451,0
National,NA,All,2014-15,201442,13
State,Virginia,All,2014-15,201524,0
National,NA,65 years and older,2014-15,201536,2
State,Massachusetts,All,2014-15,201519,0
State,New Jersey,All,2014-15,201511,0
State,Oregon,All,2014-15,201533,0
State,Montana,All,2014-15,201537,0
State,Connecticut,All,2014-15,201534,0
State,New York City,All,2014-15,201507,0
Region,NA,All,2014-15,201537,0
State,Minnesota,All,2014-15,201504,0
State,Alabama,All,2014-15,201444,0
State,Texas,All,2014-15,201537,0
State,North Dakota,All,2014-15,201442,0
State,Maryland,All,2014-15,201443,0
State,North Carolina,All,2014-15,201533,0
National,NA,65 years and older,2014-15,201451,251
State,New Hampshire,All,2014-15,201508,0
Region,NA,All,2014-15,201515,1
State,Indiana,All,2014-15,201527,0
State,Delaware,All,2014-15,201525,0
Region,NA,All,2014-15,201504,63
State,Michigan,All,2014-15,201452,0
State,Massachusetts,All,2014-15,201514,0
State,Florida,All,2014-15,201538,0
State,Arizona,All,2014-15,201524,0
State,Idaho,All,2014-15,201507,0
Region,NA,All,2014-15,201509,11
State,Louisiana,All,2014-15,201445,0
State,North Carolina,All,2014-15,201443,0
State,Arizona,All,2014-15,201531,0
Region,NA,All,2014-15,201524,1
Region,NA,All,2014-15,201515,5
State,Illinois,All,2014-15,201501,0
Region,NA,All,2014-15,201440,0
State,New Hampshire,All,2014-15,201528,0
State,Virginia,All,2014-15,201512,0
State,Pennsylvania,All,2014-15,201503,0
Region,NA,All,2014-15,201538,0
State,Mississippi,All,2014-15,201521,0
State,California,All,2014-15,201524,0
State,West Virginia,All,2014-15,201443,0
Region,NA,All,2014-15,201504,57
State,Louisiana,All,2014-15,201533,0
State,Mississippi,All,2014-15,201449,0
Region,NA,All,2014-15,201531,2
State,Illinois,All,2014-15,201523,0
State,New Jersey,All,2014-15,201506,0
Region,NA,All,2014-15,201443,0
Region,NA,All,2014-15,201522,2
State,Massachusetts,All,2014-15,201537,0
State,Idaho,All,2014-15,201508,0
State,Missouri,All,2014-15,201527,0
State,Minnesota,All,2014-15,201441,0
State,Oklahoma,All,2014-15,201521,0
State,Connecticut,All,2014-15,201539,0
State,Colorado,All,2014-15,201515,0
State,Indiana,All,2014-15,201528,0
State,South Carolina,All,2014-15,201515,0
State,Idaho,All,2014-15,201449,0
State,Tennessee,All,2014-15,201519,0
State,District of Columbia,All,2014-15,201443,0
State,Hawaii,All,2014-15,201503,0
Region,NA,All,2014-15,201517,1
State,Oregon,All,2014-15,201517,0
Region,NA,All,2014-15,201522,0
Region,NA,All,2014-15,201512,15
State,Montana,All,2014-15,201502,0
Region,NA,All,2014-15,201516,5
State,Michigan,All,2014-15,201524,0
State,Kentucky,All,2014-15,201446,0
Region,NA,All,2014-15,201508,21
State,Maine,All,2014-15,201505,0
State,Illinois,All,2014-15,201446,0
State,Iowa,All,2014-15,201532,0
State,Louisiana,All,2014-15,201442,0
State,Arkansas,All,2014-15,201523,0
State,Michigan,All,2014-15,201504,0
State,Texas,All,2014-15,201530,0
National,NA,0-17 years,2014-15,201515,3
State,Washington,All,2014-15,201535,0
State,New Mexico,All,2014-15,201449,0
State,Utah,All,2014-15,201514,0
State,South Dakota,All,2014-15,201536,0
State,Indiana,All,2014-15,201504,0
State,New Mexico,All,2014-15,201502,0
State,New York,All,2014-15,201445,0
State,New York City,All,2014-15,201536,0
State,Virginia,All,2014-15,201517,0
State,Connecticut,All,2014-15,201442,0
State,Iowa,All,2014-15,201529,0
State,Rhode Island,All,2014-15,201447,0
State,Vermont,All,2014-15,201449,0
State,Hawaii,All,2014-15,201535,0
State,Illinois,All,2014-15,201525,0
Region,NA,All,2014-15,201533,1
State,Mississippi,All,2014-15,201441,0
State,Indiana,All,2014-15,201505,0
State,New Jersey,All,2014-15,201440,0
Region,NA,All,2014-15,201534,1
National,NA,All,2014-15,201539,6
State,Mississippi,All,2014-15,201529,0
State,Oklahoma,All,2014-15,201534,0
State,Wyoming,All,2014-15,201450,0
State,Texas,All,2014-15,201516,0
State,Wisconsin,All,2014-15,201518,0
State,Hawaii,All,2014-15,201516,0
State,Georgia,All,2014-15,201509,0
State,Nevada,All,2014-15,201445,0
State,New Hampshire,All,2014-15,201527,0
State,Alabama,All,2014-15,201511,0
State,Tennessee,All,2014-15,201527,0
State,Utah,All,2014-15,201509,0
State,Maryland,All,2014-15,201536,0
National,NA,18-64 years,2014-15,201510,22
State,New Hampshire,All,2014-15,201505,0
State,Rhode Island,All,2014-15,201515,0
National,NA,65 years and older,2014-15,201441,5
State,Alabama,All,2014-15,201513,0
State,New Jersey,All,2014-15,201508,0
State,Massachusetts,All,2014-15,201502,0
Region,NA,All,2014-15,201512,9
State,Pennsylvania,All,2014-15,201509,0
State,Rhode Island,All,2014-15,201526,0
State,Florida,All,2014-15,201440,0
Region,NA,All,2014-15,201445,0
Region,NA,All,2014-15,201532,1
State,Maine,All,2014-15,201525,0
State,Louisiana,All,2014-15,201523,0
State,Oklahoma,All,2014-15,201441,0
State,New Mexico,All,2014-15,201519,0
State,Minnesota,All,2014-15,201450,0
State,Maryland,All,2014-15,201537,0
Region,NA,All,2014-15,201452,21
State,Mississippi,All,2014-15,201538,0
State,New Mexico,All,2014-15,201518,0
State,Wisconsin,All,2014-15,201534,0
State,Arizona,All,2014-15,201502,0
State,North Carolina,All,2014-15,201445,0
State,Missouri,All,2014-15,201518,0
State,Utah,All,2014-15,201520,0
State,Texas,All,2014-15,201445,0
State,Maine,All,2014-15,201519,0
State,Maine,All,2014-15,201524,0
State,South Dakota,All,2014-15,201539,0
State,California,All,2014-15,201450,0
State,Washington,All,2014-15,201503,0
National,NA,All,2014-15,201517,50
State,Maryland,All,2014-15,201447,0
State,Illinois,All,2014-15,201511,0
State,Montana,All,2014-15,201447,0
Region,NA,All,2014-15,201535,0
State,New York City,All,2014-15,201513,0
Region,NA,All,2014-15,201507,15
State,Texas,All,2014-15,201448,0
Region,NA,All,2014-15,201501,39
State,Wyoming,All,2014-15,201522,0
Region,NA,All,2014-15,201501,93
State,Wyoming,All,2014-15,201527,0
State,Utah,All,2014-15,201527,0
State,Missouri,All,2014-15,201522,0
Region,NA,All,2014-15,201521,1
State,Colorado,All,2014-15,201511,0
National,NA,All,2014-15,201516,63
State,North Carolina,All,2014-15,201528,0
State,Alabama,All,2014-15,201523,0
Region,NA,All,2014-15,201444,1
State,Colorado,All,2014-15,201534,0
State,West Virginia,All,2014-15,201445,0
State,North Carolina,All,2014-15,201523,0
State,North Carolina,All,2014-15,201524,0
Region,NA,All,2014-15,201448,2
State,California,All,2014-15,201538,0
State,Utah,All,2014-15,201539,0
Region,NA,All,2014-15,201452,3
State,Mississippi,All,2014-15,201507,0
State,New Hampshire,All,2014-15,201520,0
Region,NA,All,2014-15,201533,1
Region,NA,All,2014-15,201535,0
State,Iowa,All,2014-15,201452,0
State,Nebraska,All,2014-15,201501,0
State,Colorado,All,2014-15,201441,0
State,Tennessee,All,2014-15,201522,0
Region,NA,All,2014-15,201526,1
State,Idaho,All,2014-15,201526,0
State,Wyoming,All,2014-15,201519,0
State,Arkansas,All,2014-15,201515,0
State,New Mexico,All,2014-15,201503,0
State,Connecticut,All,2014-15,201516,0
State,Delaware,All,2014-15,201450,0
State,Alabama,All,2014-15,201446,0
Region,NA,All,2014-15,201526,0
State,New York City,All,2014-15,201450,0
State,District of Columbia,All,2014-15,201535,0
State,Alaska,All,2014-15,201453,0
State,Pennsylvania,All,2014-15,201524,0
State,Connecticut,All,2014-15,201511,0
State,New York,All,2014-15,201502,0
National,NA,65 years and older,2014-15,201450,135
State,Missouri,All,2014-15,201535,0
Region,NA,All,2014-15,201449,16
State,Washington,All,2014-15,201511,0
State,Rhode Island,All,2014-15,201536,0
State,Hawaii,All,2014-15,201514,0
Region,NA,All,2014-15,201506,47
State,North Carolina,All,2014-15,201516,0
State,Indiana,All,2014-15,201441,0
State,Washington,All,2014-15,201442,0
National,NA,All,2014-15,201451,312
State,Connecticut,All,2014-15,201517,0
State,Mississippi,All,2014-15,201505,0
National,NA,18-64 years,2014-15,201529,2
State,Ohio,All,2014-15,201534,0
State,Connecticut,All,2014-15,201508,0
State,Idaho,All,2014-15,201518,0
Region,NA,All,2014-15,201451,29
State,Arkansas,All,2014-15,201534,0
State,Hawaii,All,2014-15,201448,0
State,Utah,All,2014-15,201516,0
Region,NA,All,2014-15,201510,19
State,Hawaii,All,2014-15,201528,0
State,West Virginia,All,2014-15,201536,0
State,North Dakota,All,2014-15,201516,0
State,Minnesota,All,2014-15,201520,0
Region,NA,All,2014-15,201531,0
State,District of Columbia,All,2014-15,201510,0
National,NA,All,2014-15,201537,6
State,Wisconsin,All,2014-15,201527,0
State,Nevada,All,2014-15,201502,0
State,Montana,All,2014-15,201525,0
State,North Carolina,All,2014-15,201525,0
State,West Virginia,All,2014-15,201538,0
Region,NA,All,2014-15,201451,34
Region,NA,All,2014-15,201539,0
State,Minnesota,All,2014-15,201448,0
State,California,All,2014-15,201525,0
State,Idaho,All,2014-15,201448,0
Region,NA,All,2014-15,201529,0
State,Nebraska,All,2014-15,201533,0
State,Iowa,All,2014-15,201453,0
State,Florida,All,2014-15,201537,0
State,Connecticut,All,2014-15,201533,0
State,Massachusetts,All,2014-15,201528,0
State,Georgia,All,2014-15,201453,0
National,NA,65 years and older,2014-15,201447,23
State,Louisiana,All,2014-15,201528,0
State,Maryland,All,2014-15,201453,0
Region,NA,All,2014-15,201533,1
State,Connecticut,All,2014-15,201446,0
State,Virginia,All,2014-15,201450,0
National,NA,65 years and older,2014-15,201505,431
State,New Jersey,All,2014-15,201451,0
State,Michigan,All,2014-15,201520,0
State,New York,All,2014-15,201525,0
State,Arkansas,All,2014-15,201448,0
Region,NA,All,2014-15,201441,0
State,Washington,All,2014-15,201505,0
State,South Dakota,All,2014-15,201505,0
State,Wisconsin,All,2014-15,201503,0
Region,NA,All,2014-15,201502,45
State,Colorado,All,2014-15,201535,0
State,South Carolina,All,2014-15,201527,0
State,Vermont,All,2014-15,201451,0
National,NA,0-17 years,2014-15,201449,3
State,Utah,All,2014-15,201512,0
State,District of Columbia,All,2014-15,201533,0
State,New Hampshire,All,2014-15,201517,0
State,Delaware,All,2014-15,201448,0
State,South Dakota,All,2014-15,201526,0
State,New York,All,2014-15,201529,0
State,West Virginia,All,2014-15,201532,0
State,Delaware,All,2014-15,201535,0
State,Kentucky,All,2014-15,201528,0
Region,NA,All,2014-15,201443,2
State,North Carolina,All,2014-15,201514,0
State,Connecticut,All,2014-15,201506,0
Region,NA,All,2014-15,201502,57
Region,NA,All,2014-15,201536,1
State,North Carolina,All,2014-15,201505,0
State,North Dakota,All,2014-15,201523,0
National,NA,All,2014-15,201501,1100
State,Idaho,All,2014-15,201502,0
Region,NA,All,2014-15,201501,82
National,NA,65 years and older,2014-15,201534,2
State,West Virginia,All,2014-15,201509,0
Region,NA,All,2014-15,201443,1
State,Massachusetts,All,2014-15,201442,0
Region,NA,All,2014-15,201510,13
State,Kentucky,All,2014-15,201449,0
State,South Dakota,All,2014-15,201522,0
Region,NA,All,2014-15,201530,0
State,Washington,All,2014-15,201444,0
State,North Carolina,All,2014-15,201536,0
State,Oklahoma,All,2014-15,201537,0
State,Ohio,All,2014-15,201529,0
State,Ohio,All,2014-15,201518,0
State,Kansas,All,2014-15,201502,0
State,New Mexico,All,2014-15,201528,0
State,Arizona,All,2014-15,201538,0
State,North Carolina,All,2014-15,201504,0
State,Texas,All,2014-15,201451,0
State,Oregon,All,2014-15,201508,0
State,California,All,2014-15,201504,0
State,Georgia,All,2014-15,201536,0
State,Louisiana,All,2014-15,201507,0
State,Idaho,All,2014-15,201441,0
State,New York City,All,2014-15,201521,0
State,North Carolina,All,2014-15,201517,0
State,Kansas,All,2014-15,201534,0
State,Utah,All,2014-15,201513,0
State,Alabama,All,2014-15,201528,0
State,Wisconsin,All,2014-15,201443,0
Region,NA,All,2014-15,201441,1
State,West Virginia,All,2014-15,201527,0
State,North Carolina,All,2014-15,201530,0
State,Texas,All,2014-15,201510,0
State,Arizona,All,2014-15,201532,0
State,Pennsylvania,All,2014-15,201508,0
State,Nebraska,All,2014-15,201528,0
State,Nevada,All,2014-15,201514,0
State,Hawaii,All,2014-15,201501,0
State,Louisiana,All,2014-15,201506,0
State,Montana,All,2014-15,201451,0
State,West Virginia,All,2014-15,201535,0
State,Oklahoma,All,2014-15,201453,0
State,Mississippi,All,2014-15,201450,0
State,Hawaii,All,2014-15,201529,0
Region,NA,All,2014-15,201513,15
State,Kansas,All,2014-15,201521,0
State,Colorado,All,2014-15,201530,0
State,Connecticut,All,2014-15,201507,0
State,Arkansas,All,2014-15,201444,0
State,Hawaii,All,2014-15,201451,0
National,NA,All,2014-15,201514,100
State,Hawaii,All,2014-15,201450,0
Region,NA,All,2014-15,201527,2
State,Wisconsin,All,2014-15,201440,0
State,Iowa,All,2014-15,201508,0
State,Illinois,All,2014-15,201442,0
National,NA,65 years and older,2014-15,201535,0
State,Massachusetts,All,2014-15,201535,0
State,Pennsylvania,All,2014-15,201452,0
State,South Dakota,All,2014-15,201537,0
State,Wisconsin,All,2014-15,201529,0
State,Missouri,All,2014-15,201505,0
State,South Dakota,All,2014-15,201441,0
State,Mississippi,All,2014-15,201520,0
National,NA,All,2014-15,201450,169
State,Michigan,All,2014-15,201515,0
State,Hawaii,All,2014-15,201538,0
State,Georgia,All,2014-15,201440,0
State,Rhode Island,All,2014-15,201450,0
State,California,All,2014-15,201506,0
State,Virginia,All,2014-15,201529,0
National,NA,All,2014-15,201521,18
State,Texas,All,2014-15,201509,0
State,South Dakota,All,2014-15,201516,0
Region,NA,All,2014-15,201510,2
State,Pennsylvania,All,2014-15,201514,0
State,New York City,All,2014-15,201522,0
State,Pennsylvania,All,2014-15,201448,0
State,Vermont,All,2014-15,201452,0
Region,NA,All,2014-15,201538,1
State,Tennessee,All,2014-15,201525,0
State,Wisconsin,All,2014-15,201505,0
State,Delaware,All,2014-15,201504,0
National,NA,0-17 years,2014-15,201450,9
State,Kentucky,All,2014-15,201443,0
Region,NA,All,2014-15,201523,0
State,Wyoming,All,2014-15,201446,0
Region,NA,All,2014-15,201512,15
National,NA,All,2014-15,201504,586
State,New Hampshire,All,2014-15,201506,0
State,Rhode Island,All,2014-15,201522,0
Region,NA,All,2014-15,201511,5
State,Montana,All,2014-15,201452,0
Region,NA,All,2014-15,201510,13
State,Minnesota,All,2014-15,201451,0
Region,NA,All,2014-15,201516,13
State,New York,All,2014-15,201531,0
State,Kansas,All,2014-15,201522,0
State,Illinois,All,2014-15,201512,0
Region,NA,All,2014-15,201451,123
State,Texas,All,2014-15,201538,0
Region,NA,All,2014-15,201443,0
State,Mississippi,All,2014-15,201506,0
State,South Dakota,All,2014-15,201521,0
State,Maine,All,2014-15,201528,0
State,Nevada,All,2014-15,201536,0
State,Ohio,All,2014-15,201523,0
State,North Carolina,All,2014-15,201519,0
State,Tennessee,All,2014-15,201523,0
Region,NA,All,2014-15,201453,82
State,New Jersey,All,2014-15,201447,0
Region,NA,All,2014-15,201442,1
State,Washington,All,2014-15,201522,0
State,West Virginia,All,2014-15,201505,0
State,New York,All,2014-15,201539,0
State,Maryland,All,2014-15,201526,0
State,Oregon,All,2014-15,201534,0
State,Illinois,All,2014-15,201518,0
State,New Hampshire,All,2014-15,201521,0
Region,NA,All,2014-15,201445,2
State,Wyoming,All,2014-15,201453,0
Region,NA,All,2014-15,201531,0
State,Kansas,All,2014-15,201518,0
Region,NA,All,2014-15,201447,3
State,Connecticut,All,2014-15,201510,0
State,Michigan,All,2014-15,201453,0
State,District of Columbia,All,2014-15,201513,0
State,Tennessee,All,2014-15,201442,0
State,Vermont,All,2014-15,201505,0
State,Arkansas,All,2014-15,201530,0
State,New Mexico,All,2014-15,201515,0
State,Virginia,All,2014-15,201527,0
State,Illinois,All,2014-15,201515,0
State,Hawaii,All,2014-15,201512,0
State,Ohio,All,2014-15,201524,0
Region,NA,All,2014-15,201502,57
State,Ohio,All,2014-15,201443,0
State,Rhode Island,All,2014-15,201521,0
State,Michigan,All,2014-15,201535,0
National,NA,All,2014-15,201525,4
Region,NA,All,2014-15,201451,6
State,Oklahoma,All,2014-15,201520,0
Region,NA,All,2014-15,201539,0
State,Kansas,All,2014-15,201537,0
State,Idaho,All,2014-15,201525,0
Region,NA,All,2014-15,201539,0
State,Kentucky,All,2014-15,201507,0
State,Louisiana,All,2014-15,201444,0
State,Nebraska,All,2014-15,201507,0
State,Oklahoma,All,2014-15,201443,0
State,North Carolina,All,2014-15,201529,0
Region,NA,All,2014-15,201532,2
State,Kentucky,All,2014-15,201529,0
State,Indiana,All,2014-15,201448,0
Region,NA,All,2014-15,201510,16
State,Montana,All,2014-15,201539,0
Region,NA,All,2014-15,201509,5
State,South Dakota,All,2014-15,201444,0
State,Missouri,All,2014-15,201441,0
State,Nebraska,All,2014-15,201448,0
State,Florida,All,2014-15,201535,0
State,New Hampshire,All,2014-15,201531,0
State,Virginia,All,2014-15,201525,0
State,North Carolina,All,2014-15,201526,0
State,Tennessee,All,2014-15,201532,0
Region,NA,All,2014-15,201519,2
State,New Mexico,All,2014-15,201527,0
State,Kentucky,All,2014-15,201440,0
State,Washington,All,2014-15,201502,0
State,New York City,All,2014-15,201515,0
Region,NA,All,2014-15,201538,1
State,South Carolina,All,2014-15,201508,0
Region,NA,All,2014-15,201530,1
State,Massachusetts,All,2014-15,201513,0
Region,NA,All,2014-15,201527,0
State,Alaska,All,2014-15,201451,0
Region,NA,All,2014-15,201449,6
State,Kansas,All,2014-15,201444,0
State,Kentucky,All,2014-15,201533,0
State,Connecticut,All,2014-15,201528,0
Region,NA,All,2014-15,201538,3
State,Wyoming,All,2014-15,201501,0
State,Indiana,All,2014-15,201536,0
